รหัสรายการ,จังหวัด,ชื่อหน่วยงาน,ประเภทสถานที่,รูปแบบการศึกษา,กลุ่มเป้าหมาย,ขอบเขต/รูปแบบการเรียนรู้,อำเภอ,ตำบล,พิกัดที่ตั้ง,แถวต้นฉบับ,ข้อควรตรวจสอบ
TZD-F289646B87,สกลนคร,วิทยาลัยเทคนิคสกลนคร,วิชาชีพ,ในระบบ,เยาวชนอายุ 15-18 ปี,การเรียนการสอนในด้านสาขาอาชีพ,เมืองสกลนคร,ธาตุเชิงชุม,ถนนนิตโย ตำบลธาตุเชิงชุม อำเภอเมือง จังหวัดสกลนคร,323,
TZD-B8BE36FDC1,สกลนคร,อบจ.สกลนคร,วิชาชีพ,ตามอัธยาศัย,ประชากรทุกกลุ่มวัย/กลุ่มเป้าหมายโครงการ,ฝึกอบรมทักษะอาชีพระยะสั้น,เมืองสกลนคร,ธาตุเชิงชุม,ถนนศูนย์ราชการ ตำบลธาตุเชิงชุม อำเภอเมืองสกลนคร จังหวัดสกลนคร,324,
TZD-9FB22A1EC9,สกลนคร,สำนักงานสกร.ประจำจังหวัดสกลนคร,วิชาการ,นอกระบบ,เด็กและเยาวชนนอกระบบการศึกษาอายุ 15 ปีขึ้นไป,"1. การจัดการศึกษาเพื่อให้ได้รับวุตการศึกษาระดับ ประถม ม.ต้น ม.ปลายโดยมีการเทียบโอนความรู้ร่วม, 2. การจัดการศึกษาเพื่อมุ่งเน้นศึกษาความจำเป็นในการดำรงชีวิตเพื่อให้ผู้เรียนสามารถพึ่งพาตนเองได้, 3. เป็นการจัดสภาพแวดล้อม",,,ศูนย์ส่งเสริมการเรียนรู้ประจำตำบล 125 ตำบล,325,
TZD-55A206AEA3,สกลนคร,ศูนย์พัฒนาครอบครัวในชุมชน (ศพค.),วิชาชีวิต,ตามอัธยาศัย,เด็ก เยาวชน และครอบครัวในชุมชน(สมาชิกในครอบครัว),"- ส่งเสริมกิจกรรมสถาบันครอบครัวผ่านกิจกรรมต่างๆ และ, - พัฒนาทักษะชีวิต การสื่อสาร การจัดการอารมณ์ ความรุนแรงในครอบครัว เน้นสร้างการอยู่ร่วมร่วมกันในครอบครัวอย่างเข้มแข็ง",,,ครอบคลุมทุกตำบลในจังหวัด (18 อำเภอ),326,
TZD-29A86C9A02,สกลนคร,ชมรมผู้ปกครองคนพิการทางสติปัญญา จังหวัดสกลนคร,วิชาชีวิต,ตามอัธยาศัย,ครอบครัวคนพิการทางสติปัญญา เด็กพิการ,จัดกิจกรรมส่งเสริมทักษะการดูแลคนพิการทางสติปัญญาแก่สมาชิกในครอบครัว ตลอดจนฝึกทักษะอาชีพส่งเสริมการจ้างงานคนพิการ,พรรณานิคม,นาหัวบ่อ,042-707528 ตำบลนาหัวบ่อ อำเภอพรรณานิคม จังหวัดสกลนคร,327,
TZD-8198E67870,สกลนคร,โรงเรียนผู้สูงอายุตำบล,วิชาชีวิต,ตามอัธยาศัย,ผู้สูงอายุ และสมาชิกในครอบครัว เด็กเยาวชน,"- จัดกิจกรรมส่งเสริมความสัมพันธ์ในครอบครัว การดูแลตนเองของ, - ร้องเพลงฝึกอาชีพ",,,ณ องค์กรปกครองส่วนท้องถิ่นทุกตำบล,328,
TZD-A799FA289D,สตูล,โรงเรียนบ้านสายควน,วิชาการ,ในระบบ,เด็กและเยาวชน,1 โรงเรียน 3 รูปแบบ,ท่าแพ,,อ.ท่าแพ จ.สตูล,329,
TZD-6AE449B3C4,สตูล,โรงเรียนบ้านวังปริง,วิชาการ,ในระบบ,เด็กและเยาวชน,การศึกษาทางเลือก,ท่าแพ,,อ.ท่าแพ จ.สตูล,330,
TZD-DCD6F0D1DE,สตูล,โรงเรียนบ้านเกาะหลีเป๊ะ,วิชาการ,ในระบบ,เยาวชน,การศึกษาทางไลก(อนนไลน์) ระดับ ม.4-ม.6,เมืองสตูล,,อ.เมือง จ.สลูล,331,
TZD-A47A0D6820,สตูล,ศูนย์พัฒนาฝีมือแรงงาน,วิชาชีพ,นอกระบบ,เยาวชนที่ต้งการมีทักษะวิชาชีพและแรงงานนอกระบบ,ฝึกอบรมทักษะวิชาชีพและฝึกในสถานประกอบการ,เมืองสตูล,คลองขุด,ต.คลองขุด อ.เมือง จ.สตูล,332,
TZD-8FF000FEBA,สตูล,ศูุนย์ฝึกวิชาชีพระยะสั้นของวิทยาลัยเทคนิคสตูล,วิชาชีพ,นอกระบบ,เด็กและเยาวชนนอกระบบการศึกษา,ฝึกอบรมวิชาชีพระยะสั้น,ควนโดน,,อ.ควนโดน จ.สตูล,333,
TZD-0D7BC4E5BB,สมุทรปราการ,สกร. ระดับอำเภอเมืองสมุทรปราการ,วิชาการ,นอกระบบ,เด็กและเยาวชนยอกระบบการศึกษาอายุ 15 ปี ขึ้นไป,จัดการเรียน การสอน เพื่อเทียบระดับการศึกษา การศึกษาขั้นพื้นฐาน และการศึกษาต่อเนื่อง สถานศึกษาในสังกัดทั้ง 6 แห่ง,,,อำเภอเมือง 13 ตำบล,334,
